date,location,hits,keyword,geo,gprop
2019-04-01 2019-05-01,Volgograd Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Vladimir Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Vologda Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Voronezh Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Yamalo-Nenets Autonomous Okrug,,где митинг,RU,web
2019-04-01 2019-05-01,Yaroslavl Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Jewish Autonomous Oblast,,где митинг,RU,web
2019-04-01 2019-05-01,Zabaykalsky Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Sverdlovsk Oblast,100,где митинг,RU,web
2019-05-01 2019-06-01,Saint Petersburg,64,где митинг,RU,web
2019-05-01 2019-06-01,Moscow,53,где митинг,RU,web
2019-05-01 2019-06-01,Adygea,,где митинг,RU,web
2019-05-01 2019-06-01,Altai Republic,,где митинг,RU,web
2019-05-01 2019-06-01,Altai Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Amur Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Arkhangelsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Astrakhan Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Republic of Bashkortostan,,где митинг,RU,web
2019-05-01 2019-06-01,Belgorod Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Bryansk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Buryatia,,где митинг,RU,web
2019-05-01 2019-06-01,Chechnya,,где митинг,RU,web
2019-05-01 2019-06-01,Chelyabinsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Chukotka Autonomous Okrug,,где митинг,RU,web
2019-05-01 2019-06-01,Chuvashia Republic,,где митинг,RU,web
2019-05-01 2019-06-01,Dagestan Republic,,где митинг,RU,web
2019-05-01 2019-06-01,Ingushetia,,где митинг,RU,web
2019-05-01 2019-06-01,Irkutsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Ivanovo Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Kamchatka Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Kabardino-Balkaria,,где митинг,RU,web
2019-05-01 2019-06-01,Karachay-Cherkessia,,где митинг,RU,web
2019-05-01 2019-06-01,Krasnodar Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Kemerovo Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Kaliningrad Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Kurgan Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Khabarovsk Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Khanty-Mansi Autonomous Okrug,,где митинг,RU,web
2019-05-01 2019-06-01,Kirov Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Republic of Khakassia,,где митинг,RU,web
2019-05-01 2019-06-01,Kalmykia,,где митинг,RU,web
2019-05-01 2019-06-01,Kaluga Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Komi Republic,,где митинг,RU,web
